278,634,1104,1110,1228,1342,1413,1448,1563,2166,2596,2714,2822,2840,2945,3085,3167,3330,3773,3898,4070,4132,4369,4455,4473,4497,4584,4601,4619,4726,4857,4975,5174,5220,5302,5359,5538,5697,5832,6053,6093,6127,6177,6190,6274,6312,6313,6423,6532,6547,6608,6719,6768,6776,6840,6882,6974,7099,7182,7252,7323,7326,7362,7386,7423,7447,7453,7575,7648,7789,7860,7894,7935,8064,8271,8283,8319,8499,8744,8902,8981,9017,9170,9178,9275,9335,9376,9510,9641,9757,9880,10048,10099,10117,10386,10470,10505,11094,11163,11452
-1.0239676,-1.1208661,-1.0160365,-1.0734109,-1.129561,-1.0773429,-0.94695807,-1.0587134,-0.8617693,-0.89908236,-0.8772293,-0.9825366,-0.96572626,-1.0968136,-1.0582222,-1.08026,-1.0926821,-1.017844,-1.1396778,-1.1197407,-1.1392763,-1.0695477,-1.1291338,-0.99646556,-1.0642103,-0.9644487,-1.0090804,-1.0328499,-1.0888532,-1.1367956,-1.1032671,-1.0994446,-1.1107237,-1.041796,-1.1227431,-1.0806315,-0.86442196,-1.0022731,-1.0295607,-1.1200358,-0.708639,-0.7817956,-1.0582623,-1.0125159,-1.0751228,-0.9842061,-0.9541732,-1.0086836,-1.0464883,-1.0756031,-1.0721536,-1.0339305,-1.0331131,-1.0241562,-0.99823976,-1.0399566,-1.1127363,-1.0085058,-1.1252698,-1.0276304,-1.0265704,-0.99364203,-0.8398981,-0.6763671,-0.94569606,-0.93784374,-1.0161893,-0.9602807,-1.1432462,-1.0441586,-1.1066318,-1.0426388,-0.47565073,-0.69307035,-1.036057,-0.51107603,-0.72970855,-1.0162861,-1.0486832,-0.19307129,-1.0855262,-1.0983404,-1.0644833,-1.0946496,-1.0555881,-1.0109702,-1.0151179,-1.0631377,-1.1345985,-1.1879328,-1.0857557,-0.88120896,-1.0408658,-1.0606565,-0.98368925,-1.0582052,-0.9944973,-0.9693438,-1.0979224,-0.9031238
-1.0592972,-1.1394303,-1.0662569,-0.9806582,-1.1538674,-0.98583096,-1.0015302,-1.1124184,-0.9591739,-1.1183525,-1.0210041,-1.0688165,-1.0371135,-1.1417572,-1.0948733,-1.1236894,-1.1188438,-1.0710065,-1.1396778,-1.0944409,-0.94923073,-1.042672,-1.1295284,-1.1157084,-1.0945013,-1.0857502,-1.028856,-1.024632,-1.1379393,-1.1744517,-1.098444,-1.0955862,-1.1690536,-1.0379912,-1.092754,-1.0697795,-1.0510161,-1.070845,-1.042223,-1.0768749,-0.5477178,-0.91720283,-1.0896702,-1.0808381,-1.0748491,-0.9673036,-0.95156014,-1.0489032,-1.0464883,-0.96261275,-1.0451969,-1.0795965,-0.93186295,-1.0775558,-1.0829364,-1.0399566,-0.88029957,-1.0639501,-1.1531132,-1.0276304,-1.1643658,-1.1240872,-0.99679494,-0.8791588,-1.029826,-0.9837362,-1.0612689,-0.96549463,-1.0900743,-1.1188785,-1.0777705,-1.0475596,-0.49789703,-0.7127175,-1.0121112,-0.5278852,-0.8696532,-1.0656053,-1.0830265,-0.69830805,-1.0778507,-1.1826897,-1.0632035,-1.054246,-1.1608634,-1.065521,-1.0652078,-1.1521811,-1.1223369,-1.1903964,-1.0994985,-0.9549449,-1.1049652,-1.0983622,-1.0037165,-1.0741463,-1.0548047,-1.0069956,-1.1068549,-0.9713348
-1.0838833,-1.1854373,-1.1466775,-0.9806582,-1.154998,-0.98583096,-1.1041312,-1.0839118,-1.1729426,-1.1356634,-1.083991,-1.1276122,-1.044946,-1.1629916,-1.1119288,-1.1621319,-1.0412309,-1.1518326,-1.158567,-1.0734098,-1.1613746,-1.0355355,-1.1512315,-1.2051405,-1.1202673,-1.1512187,-1.0667642,-1.0863316,-1.1612911,-1.1744517,-1.1524197,-1.151034,-1.1614819,-1.0735937,-1.0627649,-1.1594257,-1.0510161,-1.1068982,-1.0559405,-1.0095437,-0.86956024,-0.9664334,-1.1364739,-1.0897497,-1.1202865,-1.0560417,-1.0395336,-1.0219171,-1.0075839,-1.0340313,-1.131402,-1.0630729,-0.92305857,-1.0940219,-1.0702943,-1.0188189,-1.1634414,-1.0283562,-1.1755929,-1.0276304,-1.1575046,-1.1462519,-0.9823466,-0.91372555,-1.0766249,-1.1388967,-1.1204293,-1.0025556,-1.1138617,-1.1293575,-1.1492074,-1.062527,-0.5653774,-0.7127175,-1.106843,-0.54595506,-0.8696532,-1.0906994,-1.095408,-0.72955984,-1.1273931,-1.1771502,-1.1011432,-1.1815265,-1.1608634,-1.0488836,-1.0652078,-1.1775646,-1.1726409,-1.1477779,-1.0991548,-0.95537615,-1.1234047,-1.1082848,-0.9875572,-1.0741463,-1.0857122,-0.9873421,-1.1166382,-1.0004841
-1.1069198,-1.1410446,-1.1694124,-1.0777587,-1.1592375,-1.0773429,-1.1209762,-1.11453,-1.1648848,-1.1414336,-1.083991,-1.1276122,-1.044946,-1.1551386,-1.1119288,-1.160873,-1.1153556,-1.1402667,-1.1774561,-1.1360866,-1.1495888,-1.0812393,-1.1588604,-1.2051405,-1.1286885,-1.1641406,-1.0548519,-1.0987238,-1.1498518,-1.1844666,-1.1524197,-1.1535349,-1.1410103,-1.0350016,-1.1527323,-1.0348648,-1.0510161,-1.1067215,-1.0601614,-1.1355737,-0.757219,-0.966341,-0.9474113,-1.0897497,-1.1202865,-1.0560417,-1.0395336,-1.0688833,-1.0464883,-1.0830648,-1.107534,-1.0845488,-1.0331131,-1.0966381,-1.081916,-1.0399566,-1.1225317,-1.0639501,-1.1800151,-0.88226414,-1.1980999,-1.1386214,-0.99679494,-0.94944453,-1.1187284,-1.0602238,-1.1131787,-1.0249614,-1.1663806,-1.1281425,-1.1463417,-1.0941018,-0.5653774,-0.70516086,-1.1103216,-0.54595506,-0.7740813,-1.0834211,-1.093055,-0.76602024,-1.1211131,-1.206106,-1.1008129,-1.1815265,-1.1421585,-1.0707781,-1.0652078,-1.148152,-1.1524144,-1.2076409,-1.1065416,-0.95537615,-1.1379808,-1.1221764,-0.87169164,-1.0914,-1.037574,-1.0243733,-1.113448,-1.0067236
-1.0881187,-1.1200589,-1.1392123,-1.0777587,-1.1795871,-1.0773429,-1.1581465,-1.1193867,-1.1400005,-1.1414336,-1.0833064,-1.1116086,-1.044946,-1.156781,-1.074189,-1.117589,-1.0673926,-1.1521708,-1.1774561,-1.1460816,-1.1613746,-1.0677257,-1.1558352,-1.2051405,-1.1315793,-1.1300431,-1.0692289,-1.0231972,-1.1592065,-1.1792588,-1.1428444,-1.1385297,-1.1698948,-1.0725067,-1.1527323,-1.1594257,-1.0510161,-1.1068982,-1.0601614,-1.1139933,-0.83919775,-0.94814515,-1.1327789,-1.0897497,-1.0488458,-1.0560417,-1.0395336,-1.0688833,-0.937556,-1.0830648,-1.1336484,-1.066311,-1.0079578,-1.0904825,-1.0742626,-0.9835892,-1.2029684,-1.0639501,-1.1662161,-1.0276304,-1.2118223,-1.1255406,-0.9538569,-0.94944453,-1.1354313,-0.9050634,-1.1135991,-1.0112925,-1.1667538,-1.103084,-1.1492074,-1.0738037,-0.5653774,-0.7127175,-1.0955173,-0.54427415,-0.8696532,-1.0868974,-1.1045401,-0.8024806,-1.1057619,-1.1099226,-1.1001936,-1.1815265,-1.1603838,-1.0763136,-1.0652078,-1.1775646,-1.16258,-1.2098581,-1.1141001,-0.95537615,-1.1367515,-1.1221764,-0.90658885,-1.0914,-0.9565898,-1.0558187,-1.1189777,-1.0164008
-1.1023744,-1.1749445,-1.1551607,-0.9806582,-1.1261693,-0.98583096,-1.1090038,-1.1209352,-1.1606189,-1.1298931,-1.083991,-1.1116086,-0.94648075,-1.1743144,-1.074189,-1.1356966,-1.0883219,-1.1303917,-1.1207886,-1.1257793,-1.1024457,-1.0422164,-1.1455755,-1.2051405,-1.112726,-1.1047596,-1.0578446,-1.0697653,-1.1286547,-1.1327896,-1.1346879,-1.1385297,-1.1331582,-1.047775,-1.1227431,-1.1235673,-1.0510161,-1.0713751,-1.0601614,-1.1511117,-0.86956024,-0.9664334,-1.1253887,-1.0674707,-1.1035895,-1.0560417,-1.0395336,-1.0657694,-1.0075839,-1.0830648,-1.0741191,-1.0629777,-1.0249376,-1.0901747,-1.0353725,-1.0188189,-0.9138341,-1.0023453,-1.1521306,-1.0276304,-1.1506435,-1.1233605,-0.96769476,-0.8791588,-1.1071056,-1.1388967,-1.1175921,-1.0248204,-1.1647948,-1.1029321,-1.1426573,-1.0258262,-0.5164356,-0.7081835,-1.101342,-0.54595506,-0.58293736,-1.0621291,-1.104316,-0.72955984,-1.0955744,-1.1532303,-1.0918957,-1.140554,-1.1608634,-1.0761899,-0.9650278,-1.1771617,-1.1624752,-1.2064091,-1.1065416,-0.95537615,-1.132888,-1.1221764,-0.88965595,-1.0904623,-0.96692824,-1.0183738,-1.107493,-0.9979176
-0.99080735,-1.0990733,-1.0859379,-0.7871818,-1.0224427,-0.80358267,-1.1058018,-1.08905,-1.0994744,-1.1356634,-1.0826218,-1.0503777,-1.005336,-1.1371658,-0.9395593,-1.1065501,-0.9400724,-1.084128,-1.045232,-1.0577927,-1.1613746,-1.0249068,-1.1162435,-1.2051405,-1.0309029,-1.0611762,-1.0040926,-0.9257561,-1.122646,-1.069896,-1.0695766,-1.070506,-1.0350071,-0.99396354,-1.032503,-1.0995044,-1.0237607,-0.9962642,-0.9430347,-1.0250816,-0.86956024,-0.8895857,-1.1161512,-0.9892468,-1.0748491,-0.87856543,-0.86271566,-0.9573062,-1.0464883,-0.8911943,-0.962923,-0.9980739,-0.93186295,-1.0213861,-0.9807222,-1.0399566,-1.0033747,-0.9311575,-1.1053288,-0.73689777,-1.066594,-1.0317945,-0.896267,-0.94944453,-1.0439888,-0.66248864,-1.0256466,-1.0225658,-1.0936191,-0.9884225,-1.1160475,-0.91982496,-0.5164356,-0.68551373,-1.0907443,-0.54427415,-0.72970855,-0.9161269,-0.98195744,-0.75039434,-0.98323154,-1.0973332,-1.0567219,-1.0959773,-1.0455163,-0.9724693,-1.0151179,-1.0675697,-1.1261096,-1.0273129,-1.0622213,-0.8324828,-1.0591297,-1.0646256,-0.58804464,-1.0420766,-1.0126433,-0.9174175,-1.0647446,-0.9728653
-0.77542084,-0.6688672,-0.7113206,-0.68211037,-0.8090541,-0.705091,-0.9259367,-0.64983755,-0.8475497,-0.63365006,-0.9545938,-0.9620103,-0.61214674,-0.76391023,-0.94318813,-0.7455103,-0.7360113,-0.90008813,-0.7052272,-0.79178053,-0.585345,-0.62116396,-0.77517587,-0.6983586,-0.71027195,-0.8289929,-0.67682666,-0.71391636,-0.88879496,-0.8691972,-0.87991714,-0.84942925,-0.6648372,-0.69582576,-0.75060505,-0.6437242,-0.5457445,-0.6362619,-0.67396,-1.006954,-0.69649404,-0.2933692,-0.7940674,-0.5699071,-0.81125754,-0.52995133,-0.48556206,-0.5942917,-0.47070336,-0.57247615,-0.64505935,-0.6181745,-0.1658834,-0.6715954,-0.5940314,-0.34241027,-0.72265285,-0.37397623,-0.7257554,-0.5915314,-0.9974105,-0.49620628,-0.43046033,-0.46550986,-0.74587756,-0.79579544,-0.55656695,-0.70268553,-0.70359814,-0.803901,-0.5457798,-0.56019974,-0.5112448,0.10641683,-0.56498647,-0.44257867,-0.5453912,-0.6977755,-0.57398355,0.20278431,-0.7013279,-0.88985926,-0.72525555,-0.63844997,-0.5064299,-0.6985404,-0.4360922,-0.5232358,-0.6728495,-0.5085004,-0.5724649,-0.44353628,-0.5849697,-0.49507117,-0.5890761,-0.53271407,-0.5495152,-0.46187297,-0.5489983,-0.56491745
0.3298168,0.4514443,0.581177,-0.6241399,0.31102392,-0.54843503,-0.034128625,0.24526897,0.5542706,-0.24704206,-0.0056803143,0.07126154,0.7312317,0.21377334,0.30077597,0.35218245,0.87990797,0.530026,0.16367388,0.3846073,0.023095503,0.5293281,0.3583839,-0.102144726,0.6073189,0.54069066,0.5004973,0.48994383,0.15033446,0.51286054,0.40336987,0.4160818,0.36602998,0.75953215,0.9219716,0.5179018,1.0099049,0.32515827,0.15225762,0.052216727,0.65463716,2.29978,0.2793401,0.74950284,0.49274057,0.25390226,0.2826815,0.22904289,0.74311346,0.5201196,0.7586513,0.49342874,1.5748649,0.67293674,0.29114515,1.7925042,0.56790704,0.9368372,1.0401824,2.182216,0.63040364,1.003368,0.99972284,0.13825628,0.7289769,0.611575,1.063355,0.518919,0.6465029,0.91754,1.1257226,0.6859817,0.9392135,1.528567,1.420904,0.43906245,1.0861589,0.9889623,1.2046415,3.7368374,1.0442415,0.5715229,0.37140343,0.77984685,0.5986011,1.1355586,0.36347908,0.7757519,0.54566056,0.39609578,0.59549505,1.8131729,0.6857792,0.5190135,0.71965414,0.5197686,1.1857752,1.3669254,0.6619952,1.869749
